"query.name" "subject" "SystematicName"
"4746" "A_07_P041700" "ECs3694" "c_3434"
"4747" "A_07_P041701" "ECs3699" "c_3439"
"4748" "A_07_P041709" "ECs3753" "c_3458"
"4749" "A_07_P041711" "ECs3775" "c_3484"
"4750" "A_07_P041721" "ECs3828" "c_3538"
"4751" "A_07_P041740" "ECs3900" "c_3749"
"4752" "A_07_P041749" "ECs3957" "c_3832"
"4753" "A_07_P041757" "ECs3962" "c_3838"
"4754" "A_07_P041768" "ECs3977" "c_3853"
"4755" "A_07_P041771" "ECs4008" "c_3885"
"4756" "A_07_P041776" "ECs4042" "c_3914"
"4757" "A_07_P041781" "ECs4052" "c_3929"
"4758" "A_07_P041797" "ECs4098" "c_3979"
"4759" "A_07_P041809" "ECs4155" "c_4050"
"4760" "A_07_P041813" "ECs4157" "c_4053"
"4761" "A_07_P041829" "ECs4215" "c_4139"
"4762" "A_07_P041838" "ECs4257" "c_4192"
"4763" "A_07_P041853" "ECs4342" "c_4268"
"4764" "A_07_P041860" "ECs4347" "c_4273"
"4765" "A_07_P041872" "ECs4452" "c_4389"
"4766" "A_07_P041876" "ECs4454" "c_4392"
"4767" "A_07_P041886" "ECs4532" "c_4489"
"4768" "A_07_P041897" "ECs4615" "c_4598"
"4769" "A_07_P041923" "ECs4709" "c_4697"
"4770" "A_07_P041930" "ECs4729" "c_4717"
"4771" "A_07_P041935" "ECs4730" "c_4718"
"4772" "A_07_P041940" "ECs4737" "c_4726"
"4773" "A_07_P041944" "ECs4755" "c_4747"
"4774" "A_07_P041956" "ECs4811" "c_4835"
"4775" "A_07_P041979" "ECs4838" "c_4864"
"4776" "A_07_P041984" "ECs4866" "c_4890"
"4777" "A_07_P041989" "ECs4914" "c_4947"
"4778" "A_07_P041992" "ECs4934" "c_4974"
"4779" "A_07_P042001" "ECs5037" "c_5045"
"4780" "A_07_P042015" "ECs5064" "c_5087"
"4781" "A_07_P042020" "ECs5075" "c_5098"
"4782" "A_07_P042043" "ECs5100" "c_5123"
"4783" "A_07_P042060" "ECs5175" "c_5289"
"4784" "A_07_P042065" "ECs5192" "c_5313"
"4785" "A_07_P042066" "ECs5215" "c_5337"
"4786" "A_07_P042071" "ECs5219" "c_5341"
"4787" "A_07_P042082" "ECs5280" "c_5401"
"4788" "A_07_P042097" "ECs0879" "c_0885"
"4789" "A_07_P042104" "ECs0881" "c_0888"
"4790" "A_07_P042114" "ECs0896" "c_0905"
"4791" "A_07_P042116" "ECs0915" "c_0920"
"4792" "A_07_P042124" "ECs0920" "c_0925"
"4793" "A_07_P042136" "ECs0963" "c_1012"
"4794" "A_07_P042147" "ECs0989" "c_1044"
"4795" "A_07_P042155" "ECs1001" "c_1059"
"4796" "A_07_P042167" "ECs1150" "c_1131"
"4797" "A_07_P042184" "ECs1264" "c_1156"
"4798" "A_07_P042194" "ECs1469" "c_1360"
"4799" "A_07_P042196" "ECs1474" "c_1366"
"4800" "A_07_P042212" "ECs1499" "c_1398"
"4801" "A_07_P042220" "ECs2741" "c_1436"
"4802" "A_07_P042223" "ECs0843" "c_1467"
"4803" "A_07_P042233" "ECs1740" "c_1703"
"4804" "A_07_P042246" "ECs1881" "c_1774"
"4805" "A_07_P042267" "ECs1901" "c_1794"
"4806" "A_07_P042280" "ECs2011" "c_1835"
"4807" "A_07_P042281" "ECs2012" "c_1836"
"4808" "A_07_P042290" "ECs2024" "c_1845"
"4809" "A_07_P042298" "ECs2042" "c_1862"
"4810" "A_07_P042308" "ECs2313" "c_1999"
"4811" "A_07_P042312" "ECs2317" "c_2003"
"4812" "A_07_P042320" "ECs2328" "c_2012"
"4813" "A_07_P042322" "ECs2330" "c_2014"
"4814" "A_07_P042330" "ECs2357" "c_2042"
"4815" "A_07_P042333" "ECs2365" "c_2050"
"4816" "A_07_P042342" "ECs2427" "c_2119"
"4817" "A_07_P042351" "ECs2435" "c_2128"
"4818" "A_07_P042367" "ECs2452" "c_2146"
"4819" "A_07_P042371" "ECs2460" "c_2155"
"4820" "A_07_P042386" "ECs2472" "c_2170"
"4821" "A_07_P042408" "ECs2506" "c_2204"
"4822" "A_07_P042419" "ECs2550" "c_2250"
"4823" "A_07_P042427" "ECs2615" "c_2323"
"4824" "A_07_P042434" "ECs2656" "c_2332"
"4825" "A_07_P042441" "ECs2664" "c_2340"
"4826" "A_07_P042464" "ECs2697" "c_2378"
"4827" "A_07_P042474" "ECs2705" "c_2385"
"4828" "A_07_P042478" "ECs2827" "c_2553"
"4829" "A_07_P042482" "ECs2829" "c_2555"
"4830" "A_07_P042488" "ECs2830" "c_2556"
"4831" "A_07_P042491" "ECs2858" "c_2579"
"4832" "A_07_P042496" "ECs2885" "c_2603"
"4833" "A_07_P042526" "ECs3059" "c_2702"
"4834" "A_07_P042539" "ECs3160" "c_2817"
"4835" "A_07_P042543" "ECs3169" "c_2826"
"4836" "A_07_P042549" "ECs3176" "c_2833"
"4837" "A_07_P042552" "ECs3181" "c_2840"
"4838" "A_07_P042559" "ECs3202" "c_2863"
"4839" "A_07_P042561" "ECs3205" "c_2866"
"4840" "A_07_P042569" "ECs3224" "c_2886"
"4841" "A_07_P042574" "ECs3255" "c_2911"
"4842" "A_07_P042578" "ECs3283" "c_2945"
"4843" "A_07_P042582" "ECs3295" "c_2958"
"4844" "A_07_P042594" "ECs3306" "c_2969"
"4845" "A_07_P042599" "ECs3314" "c_2977"
"4846" "A_07_P042601" "ECs3328" "c_2991"
"4847" "A_07_P042608" "ECs3356" "c_3011"
"4848" "A_07_P042612" "ECs3196" "Z3574"
"4849" "A_07_P042620" "ECs3197" "Z3575"
"4850" "A_07_P042621" "ECs3208" "Z3587"
"4851" "A_07_P042626" "ECs3213" "Z3592"
"4852" "A_07_P042632" "ECs3215" "Z3593"
"4853" "A_07_P042636" "ECs3214" "Z3594"
"4854" "A_07_P042642" "ECs3216" "Z3595"
"4855" "A_07_P042649" "ECs3217" "Z3596"
"4856" "A_07_P042666" "ECs3221" "Z3600"
"4857" "A_07_P042671" "ECs3222" "Z3601"
"4862" "A_07_P042677" "ECs3223" "Z3603"
"4863" "A_07_P042685" "ECs3225" "Z3605"
"4864" "A_07_P042694" "ECs3229" "Z3610"
"4865" "A_07_P042696" "ECs3232" "Z3614"
"4866" "A_07_P042705" "ECs3233" "Z3615"
"4867" "A_07_P042710" "ECs3234" "Z3616"
"4868" "A_07_P042718" "ECs3236" "Z3618"
"4869" "A_07_P042722" "ECs3238" "Z3620"
"4870" "A_07_P042729" "ECs3239" "Z3621"
"4871" "A_07_P042735" "ECs3240" "Z3622"
"4872" "A_07_P042737" "ECs3241" "Z3623"
"4873" "A_07_P042745" "ECs3242" "Z3624"
"4874" "A_07_P042748" "ECs3243" "Z3625"
"4875" "A_07_P042754" "ECs3244" "Z3626"
"4876" "A_07_P042758" "ECs3249" "Z3632"
"4877" "A_07_P042764" "ECs3251" "Z3634"
"4878" "A_07_P042770" "ECs3256" "Z3641"
"4879" "A_07_P042771" "ECs3261" "Z3646"
"4880" "A_07_P042779" "ECs3265" "Z3651"
"4881" "A_07_P042781" "ECs3270" "Z3657"
"4882" "A_07_P042786" "ECs3275" "Z3663"
"4883" "A_07_P042792" "ECs3276" "Z3664"
"4884" "A_07_P042797" "ECs3279" "Z3672"
"4885" "A_07_P042804" "ECs3280" "Z3673"
"4886" "A_07_P042806" "ECs3292" "Z3686"
"4887" "A_07_P042814" "ECs3296" "Z3690"
"4888" "A_07_P042816" "ECs3299" "Z3693"
"4889" "A_07_P042822" "ECs3305" "Z3699"
"4890" "A_07_P042830" "ECs3311" "Z3705"
"4891" "A_07_P042831" "ECs3348" "Z3746"
"4892" "A_07_P042836" "ECs3349" "Z3747"
"4893" "A_07_P042845" "ECs5497" "Z3767"
"4894" "A_07_P042850" "ECs3370" "Z3772"
"4895" "A_07_P042852" "ECs3381" "Z3782"
"4896" "A_07_P042860" "ECs3382" "Z3783"
"4897" "A_07_P042862" "ECs3383" "Z3784"
"4898" "A_07_P042866" "ECs3384" "Z3785"
"4899" "A_07_P042873" "ECs3386" "Z3787"
"4900" "A_07_P042878" "ECs3398" "Z3799"
"4905" "A_07_P042881" "ECs3405" "Z3810"
"4906" "A_07_P042886" "ECs3410" "Z3816"
"4907" "A_07_P042892" "ECs3411" "Z3817"
"4908" "A_07_P042898" "ECs5498" "Z3818"
"4909" "A_07_P042905" "ECs3415" "Z3825"
"4910" "A_07_P042915" "ECs3429" "Z3844"
"4911" "A_07_P042922" "ECs3441" "Z3857"
"4912" "A_07_P042926" "ECs3442" "Z3859"
"4913" "A_07_P042940" "ECs3457" "Z3888"
"4914" "A_07_P042941" "ECs3483" "Z3916"
"4915" "A_07_P042950" "ECs3485" "Z3918"
"4916" "A_07_P042954" "ECs3486" "Z3919"
"4917" "A_07_P042964" "ECs3488" "Z3921"
"4918" "A_07_P042966" "lcl|NC_002128.1_gene_34" "Z3923"
"4919" "A_07_P042971" "lcl|NC_002128.1_gene_34" "Z3924"
"4920" "A_07_P042976" "lcl|NC_002128.1_gene_34" "Z3925"
"4921" "A_07_P042984" "ECs3498" "Z3927"
"4922" "A_07_P042986" "ECs3500" "Z3931"
"4923" "A_07_P042992" "ECs3501" "Z3932"
"4924" "A_07_P042997" "ECs3502" "Z3933"
"4925" "A_07_P043004" "ECs3503" "Z3934"
"4926" "A_07_P043007" "ECs3504" "Z3935"
"4927" "A_07_P043020" "ECs3506" "Z3937"
"4928" "A_07_P043021" "ECs3507" "Z3939"
"4929" "A_07_P043038" "ECs3510" "Z3942"
"4930" "A_07_P043044" "ECs3511" "Z3943"
"4931" "A_07_P043049" "ECs3512" "Z3945"
"4932" "A_07_P043059" "ECs3514" "Z3947"
"4933" "A_07_P043061" "ECs3517" "Z3950"
"4934" "A_07_P043074" "ECs3521" "Z3958"
"4935" "A_07_P043076" "ECs3524" "Z3962"
"4936" "A_07_P043081" "ECs3534" "Z3973"
"4937" "A_07_P043090" "ECs3535" "Z3974"
"4938" "A_07_P043108" "ECs3569" "Z4021"
"4939" "A_07_P043111" "ECs3571" "Z4023"
"4940" "A_07_P043118" "ECs3585" "Z4038"
"4941" "A_07_P043125" "ECs3586" "Z4039"
"4942" "A_07_P043126" "ECs3589" "Z4043"
"4943" "A_07_P043132" "ECs3591" "Z4045"
"4944" "A_07_P043136" "ECs3592" "Z4046"
"4949" "A_07_P043143" "ECs3593" "Z4047"
"4950" "A_07_P043149" "ECs3594" "Z4048"
"4951" "A_07_P043152" "ECs3605" "Z4059"
"4952" "A_07_P043160" "ECs3608" "Z4062"
"4953" "A_07_P043165" "ECs3609" "Z4064"
"4954" "A_07_P043170" "ECs3610" "Z4065"
"4955" "A_07_P043173" "ECs3611" "Z4066"
"4956" "A_07_P043180" "ECs3612" "Z4067"
"4957" "A_07_P043185" "ECs3613" "Z4068"
"4958" "A_07_P043188" "ECs3614" "Z4069"
"4959" "A_07_P043191" "ECs3615" "Z4070"
"4960" "A_07_P043197" "ECs3616" "Z4071"
"4961" "A_07_P043205" "ECs3622" "Z4077"
"4962" "A_07_P043229" "ECs3634" "Z4090"
"4967" "A_07_P043237" "ECs3637" "Z4092"
"4968" "A_07_P043241" "ECs3638" "Z4093"
"4969" "A_07_P043254" "ECs3663" "Z4120"
"4970" "A_07_P043257" "ECs3670" "Z4127"
"4971" "A_07_P043261" "ECs3683" "Z4143"
"4972" "A_07_P043268" "ECs3685" "Z4145"
"4973" "A_07_P043291" "ECs3716" "Z4180"
"4974" "A_07_P043297" "ECs3717" "Z4181"
"4975" "A_07_P043302" "ECs3719" "Z4182"
"4976" "A_07_P043309" "ECs3720" "Z4184"
"4977" "A_07_P043315" "ECs3721" "Z4185"
"4978" "A_07_P043326" "ECs3724" "Z4188"
"4979" "A_07_P043332" "ECs0231" "Z0262"
"4980" "A_07_P043336" "ECs0232" "Z0263"
"4981" "A_07_P043341" "ECs0233" "Z0264"
"4982" "A_07_P043349" "ECs0234" "Z0266"
"4983" "A_07_P043353" "ECs0236" "Z0267"
"4988" "A_07_P043359" "ECs0237" "Z0268"
"4989" "A_07_P043361" "ECs0238" "Z0269"
"4990" "A_07_P043366" "ECs0249" "Z0280"
"4991" "A_07_P043375" "ECs0255" "Z0288"
"4992" "A_07_P043380" "ECs0257" "Z0290"
"4993" "A_07_P043381" "ECs0271" "Z0307"
"4994" "A_07_P043390" "ECs0273" "Z0308"
"4995" "A_07_P043395" "ECs0274" "Z0309"
"4996" "A_07_P043398" "ECs0276" "Z0310"
"4997" "A_07_P043403" "ECs2987" "Z0311"
"4998" "A_07_P043406" "ECs1611" "Z0312"
"4999" "A_07_P043418" "ECs0283" "Z0314"
"5000" "A_07_P043425" "ECs0282" "Z0315"
"5001" "A_07_P043429" "ECs0281" "Z0316"
"5002" "A_07_P043432" "ECs0280" "Z0317"
"5003" "A_07_P043440" "ECs0284" "Z0318"
"5004" "A_07_P043443" "ECs0285" "Z0319"
"5005" "A_07_P043446" "ECs0287" "Z0321"
"5006" "A_07_P043454" "ECs0288" "Z0322"
"5007" "A_07_P043460" "ECs0289" "Z0324"
"5008" "A_07_P043462" "ECs0290" "Z0325"
"5009" "A_07_P043480" "ECs0293" "Z0328"
"5010" "A_07_P043492" "ECs0296" "Z0332"
"5011" "A_07_P043498" "ECs0297" "Z0333"
"5012" "A_07_P043505" "ECs0298" "Z0334"
"5013" "A_07_P043514" "ECs0299" "Z0336"
"5014" "A_07_P043516" "ECs0300" "Z0337"
"5015" "A_07_P043521" "ECs0302" "Z0338"
"5016" "A_07_P043534" "ECs0304" "Z0340"
"5017" "A_07_P043540" "ECs0306" "Z0343"
"5018" "A_07_P043541" "ECs0307" "Z0344"
"5019" "A_07_P043551" "ECs0309" "Z0346"
"5020" "A_07_P043556" "ECs0310" "Z0347"
"5021" "A_07_P043565" "ECs0311" "Z0348"
"5026" "A_07_P043568" "ECs0317" "Z0353"
"5027" "A_07_P043574" "ECs0324" "Z0361"
"5028" "A_07_P043583" "ECs0326" "Z0363"
"5029" "A_07_P043586" "ECs0327" "Z0364"
"5030" "A_07_P043591" "ECs0331" "Z0369"
"5031" "A_07_P043596" "ECs0332" "Z0370"
"5032" "A_07_P043604" "ECs0333" "Z0371"
"5033" "A_07_P043606" "ECs0334" "Z0372"
"5034" "A_07_P043617" "ECs0336" "Z0375"
"5039" "A_07_P043623" "ECs0337" "Z0376"
"5040" "A_07_P043626" "ECs0338" "Z0377"
"5041" "A_07_P043643" "ECs0350" "Z0390"
"5042" "A_07_P043651" "ECs0352" "Z0392"
"5043" "A_07_P043675" "ECs5376" "Z0397"
"5044" "A_07_P043676" "ECs0357" "Z0398"
"5045" "A_07_P043685" "ECs0362" "Z0402"
"5046" "A_07_P043691" "ECs0367" "Z0407"
"5047" "A_07_P043700" "ECs0372" "Z0412"
"5048" "A_07_P043704" "ECs0373" "Z0413"
"5049" "A_07_P043710" "ECs5377" "Z0414"
"5050" "A_07_P043712" "ECs0374" "Z0415"
"5051" "A_07_P043719" "ECs0375" "Z0416"
"5052" "A_07_P043722" "ECs0376" "Z0417"
"5053" "A_07_P043728" "ECs0377" "Z0418"
"5054" "A_07_P043734" "ECs0378" "Z0419"
"5055" "A_07_P043737" "ECs0387" "Z0429"
"5056" "A_07_P043743" "ECs0391" "Z0434"
"5057" "A_07_P043749" "ECs0395" "Z0438"
"5058" "A_07_P043753" "ECs0399" "Z0442"
"5059" "A_07_P043757" "ECs0400" "Z0443"
"5060" "A_07_P043761" "ECs0413" "Z0458"
"5061" "A_07_P043766" "ECs0414" "Z0459"
"5062" "A_07_P043771" "ECs0415" "Z0460"
"5063" "A_07_P043776" "ECs0416" "Z0461"
"5064" "A_07_P043785" "ECs0417" "Z0462"
"5065" "A_07_P043786" "ECs0418" "Z0463"
"5066" "A_07_P043791" "ECs0422" "Z0467"
"5067" "A_07_P043796" "ECs0423" "Z0468"
"5068" "A_07_P043805" "ECs0428" "Z0474"
"5069" "A_07_P043806" "ECs0440" "Z0486"
"5070" "A_07_P043813" "ECs0442" "Z0489"
"5071" "A_07_P043817" "ECs0443" "Z0491"
"5072" "A_07_P043823" "ECs0449" "Z0497"
"5073" "A_07_P043827" "ECs0453" "Z0501"
"5074" "A_07_P043833" "ECs0454" "Z0502"
"5075" "A_07_P043837" "ECs0455" "Z0503"
"5080" "A_07_P043845" "ECs0461" "Z0509"
"5081" "A_07_P043847" "ECs0462" "Z0510"
"5082" "A_07_P043851" "ECs0471" "Z0520"
"5083" "A_07_P043856" "ECs0472" "Z0521"
"5084" "A_07_P043862" "ECs0477" "Z0526"
"5085" "A_07_P043868" "ECs0481" "Z0530"
"5086" "A_07_P043874" "ECs0493" "Z0545"
"5087" "A_07_P043876" "ECs0508" "Z0566"
"5088" "A_07_P043884" "ECs0519" "Z0583"
"5089" "A_07_P043887" "ECs0537" "Z0604"
"5090" "A_07_P043894" "ECs0540" "Z0608"
"5091" "A_07_P043897" "ECs0541" "Z0609"
"5092" "A_07_P043904" "ECs0542" "Z0615"
"5093" "A_07_P043908" "ECs0543" "Z0634"
"5094" "A_07_P043913" "ECs0544" "Z0635"
"5099" "A_07_P043918" "ECs0545" "Z0636"
"5100" "A_07_P043923" "ECs0546" "Z0638"
"5101" "A_07_P043930" "ECs0548" "Z0639"
"5102" "A_07_P043933" "ECs0549" "Z0640"
"5103" "A_07_P043936" "ECs0551" "Z0641"
"5104" "A_07_P043956" "ECs0576" "Z0669"
"5105" "A_07_P043965" "ECs0591" "Z0684"
"5106" "A_07_P043969" "ECs5380" "Z0701"
"5107" "A_07_P043971" "ECs0603" "Z0702"
"5108" "A_07_P043976" "ECs0605" "Z0705"
"5109" "A_07_P043982" "ECs0606" "Z0706"
"5110" "A_07_P043990" "ECs0607" "Z0707"
"5111" "A_07_P043996" "ECs0621" "Z0722"
"5112" "A_07_P044004" "ECs0629" "Z0732"
"5113" "A_07_P044007" "ECs0636" "Z0739"
"5114" "A_07_P044011" "ECs0650" "Z0755"
"5115" "A_07_P044019" "ECs0676" "Z0785"
"5116" "A_07_P044023" "ECs0679" "Z0788"
"5117" "A_07_P044035" "ECs0694" "Z0805"
"5118" "A_07_P044036" "ECs0700" "Z0811"
"5119" "A_07_P044043" "ECs1893" "Z2469"
"5120" "A_07_P044049" "ECs1891" "Z2471"
"5121" "A_07_P044062" "ECs1866" "Z2501"
"5122" "A_07_P044070" "ECs1866" "Z2503"
"5123" "A_07_P044075" "ECs1865" "Z2504"
"5124" "A_07_P044078" "ECs1865" "Z2506"
"5125" "A_07_P044081" "ECs1864" "Z2507"
"5126" "A_07_P044086" "ECs1864" "Z2508"
"5127" "A_07_P044095" "ECs1863" "Z2509"
"5128" "A_07_P044096" "ECs1862" "Z2510"
"5129" "A_07_P044103" "ECs1862" "Z2511"
"5130" "A_07_P044110" "ECs5432" "Z2519"
"5135" "A_07_P044115" "ECs1850" "Z2531"
"5136" "A_07_P044117" "ECs1839" "Z2543"
"5137" "A_07_P044121" "ECs1836" "Z2546"
"5138" "A_07_P044129" "ECs1836" "Z2547"
"5139" "A_07_P044133" "ECs1833" "Z2550"
"5140" "A_07_P044160" "ECs1825" "Z2565"
"5141" "A_07_P044165" "ECs1824" "Z6010"
"5142" "A_07_P044167" "ECs1814" "Z6021"
"5147" "A_07_P044175" "ECs1813" "Z6022"
"5148" "A_07_P044177" "ECs1812" "Z6024"
"5149" "A_07_P044187" "ECs3489" "Z6026"
"5150" "A_07_P044193" "ECs1808" "Z6027"
"5151" "A_07_P044196" "ECs1990" "Z6030"
"5152" "A_07_P044206" "ECs2240" "Z6034"
"5153" "A_07_P044215" "ECs2242" "Z6036"
"5154" "A_07_P044218" "ECs2243" "Z6037"
"5155" "A_07_P044221" "ECs2244" "Z6038"
"5156" "A_07_P044230" "ECs2246" "Z6040"
"5157" "A_07_P044232" "ECs1821" "Z6012"
"5158" "A_07_P044245" "ECs2252" "Z6046"
"5159" "A_07_P044250" "ECs2254" "Z6047"
"5160" "A_07_P044256" "ECs3498" "Z6054"
"5161" "A_07_P044262" "ECs2750" "Z6060"
"5162" "A_07_P044267" "ECs2268" "Z6061"
"5163" "A_07_P044272" "ECs2269" "Z6062"
"5164" "A_07_P044279" "ECs5456" "Z6063"
"5165" "A_07_P044284" "ECs2272" "Z6065"
"5166" "A_07_P044290" "ECs2273" "Z6066"
"5167" "A_07_P044295" "ECs2274" "Z6067"
"5168" "A_07_P044296" "ECs5457" "Z6068"
"5169" "A_07_P044304" "ECs2275" "Z6069"
"5170" "A_07_P044310" "ECs2276" "Z6070"
"5171" "A_07_P044313" "ECs2277" "Z6071"
"5172" "A_07_P044318" "ECs2278" "Z6072"
"5173" "A_07_P044321" "ECs2279" "Z6073"
"5174" "A_07_P044326" "ECs2280" "Z6074"
"5175" "A_07_P044331" "ECs2283" "Z6075"
"5176" "A_07_P044338" "ECs5458" "Z6076"
"5177" "A_07_P044345" "ECs2284" "Z6078"
"5178" "A_07_P044346" "ECs2285" "Z6079"
"5179" "A_07_P044352" "ECs2286" "Z6080"
"5180" "A_07_P044356" "ECs2287" "Z6081"
"5181" "A_07_P044363" "ECs2221" "Z6017"
"5182" "A_07_P044366" "ECs0849" "Z6019"
"5183" "A_07_P044374" "ECs1815" "Z6020"
"5184" "A_07_P044386" "ECs2297" "Z2581"
"5185" "A_07_P044393" "ECs2306" "Z2594"
"5186" "A_07_P044397" "ECs2319" "Z2616"
"5187" "A_07_P044404" "ECs2320" "Z2617"
"5188" "A_07_P044420" "ECs2356" "Z2664"
"5189" "A_07_P044422" "ECs2417" "Z2739"
"5194" "A_07_P044427" "ECs2427" "Z2749"
"5195" "A_07_P044434" "ECs2431" "Z2754"
"5196" "A_07_P044436" "ECs2455" "Z2781"
"5197" "A_07_P044445" "ECs2464" "Z2790"
"5198" "A_07_P044447" "ECs2471" "Z2798"
"5199" "A_07_P044454" "ECs2473" "Z2800"
"5204" "A_07_P044458" "lcl|NC_002128.1_gene_65" "Z2804"
"5205" "A_07_P044461" "lcl|NC_002128.1_gene_79" "Z2806"
"5206" "A_07_P044469" "ECs2481" "Z2810"
"5207" "A_07_P044473" "ECs2489" "Z2820"
"5208" "A_07_P044476" "ECs2495" "Z2826"
"5213" "A_07_P044482" "ECs2497" "Z2828"
"5214" "A_07_P044486" "ECs2500" "Z2833"
"5215" "A_07_P044493" "ECs2503" "Z2836"
"5216" "A_07_P044497" "ECs2509" "Z2843"
"5217" "A_07_P044503" "ECs2521" "Z2855"
"5222" "A_07_P044507" "ECs2530" "Z2863"
"5223" "A_07_P044511" "ECs2588" "Z2931"
"5224" "A_07_P044522" "ECs2617" "Z2966"
"5225" "A_07_P044530" "ECs2618" "Z2967"
"5226" "A_07_P044532" "ECs2619" "Z2968"
"5227" "A_07_P044539" "ECs2620" "Z2969"
"5228" "A_07_P044543" "ECs2622" "Z2970"
"5229" "A_07_P044555" "ECs2624" "Z2972"
"5230" "A_07_P044558" "ECs2625" "Z2973"
"5231" "A_07_P044574" "ECs2631" "Z2976"
"5232" "A_07_P044580" "ECs2632" "Z2977"
"5233" "A_07_P044581" "ECs2633" "Z2978"
"5234" "A_07_P044588" "ECs2634" "Z2979"
"5235" "A_07_P044594" "ECs2635" "Z2980"
"5236" "A_07_P044601" "ECs2638" "Z2984"
"5237" "A_07_P044609" "ECs2639" "Z2985"
"5238" "A_07_P044624" "ECs2642" "Z2988"
"5239" "A_07_P044634" "ECs2644" "Z2990"
"5240" "A_07_P044636" "ECs2645" "Z2991"
"5241" "A_07_P044645" "ECs2646" "Z2992"
"5246" "A_07_P044653" "ECs2662" "Z3013"
"5247" "A_07_P044659" "ECs2666" "Z3017"
"5248" "A_07_P044661" "ECs2670" "Z3021"
"5249" "A_07_P044689" "ECs2675" "Z3024"
"5250" "A_07_P044691" "ECs2680" "Z3031"
"5251" "A_07_P044696" "ECs2694" "Z3047"
"5252" "A_07_P044705" "ECs2703" "Z3058"
"5253" "A_07_P044717" "ECs2714" "Z3071"
"5254" "A_07_P044721" "ECs2715" "Z3072"
"5255" "A_07_P044726" "ECs2717" "Z3074"
"5256" "A_07_P044734" "ECs2718" "Z3075"
"5257" "A_07_P044736" "ECs2161" "Z3077"
"5258" "A_07_P044745" "ECs2945" "Z3079"
"5259" "A_07_P044746" "ECs2947" "Z3082"
"5260" "A_07_P044754" "ECs2948" "Z3083"
"5261" "A_07_P044760" "ECs2949" "Z3084"
"5262" "A_07_P044765" "ECs2950" "Z3085"
"5263" "A_07_P044770" "ECs2951" "Z3086"
"5264" "A_07_P044772" "ECs2952" "Z3087"
"5265" "A_07_P044779" "ECs2953" "Z3088"
"5266" "A_07_P044781" "ECs2954" "Z3089"
"5267" "A_07_P044788" "ECs2955" "Z3090"
"5268" "A_07_P044792" "ECs2956" "Z3091"
"5269" "A_07_P044798" "ECs2957" "Z3092"
"5270" "A_07_P044804" "ECs2960" "Z3097"
"5271" "A_07_P044810" "ECs2961" "Z3098"
"5272" "A_07_P044814" "ECs2963" "Z3099"
"5273" "A_07_P044817" "ECs3496" "Z3105"
"5274" "A_07_P044821" "ECs3497" "Z3106"
"5275" "A_07_P044835" "ECs2748" "Z3108"
"5276" "A_07_P044840" "ECs2749" "Z3109"
"5277" "A_07_P044849" "ECs2751" "Z3115"
"5278" "A_07_P044851" "ECs2752" "Z3116"
"5279" "A_07_P044861" "ECs2756" "Z3119"
"5280" "A_07_P044869" "ECs2757" "Z3120"
"5281" "A_07_P044872" "ECs2759" "Z3121"
"5282" "A_07_P044880" "ECs2761" "Z3122"
"5283" "A_07_P044881" "ECs2762" "Z3123"
"5284" "A_07_P044887" "ECs2763" "Z3124"
"5285" "A_07_P044893" "ECs2764" "Z3125"
"5286" "A_07_P044900" "ECs2766" "Z3126"
"5287" "A_07_P044904" "ECs2767" "Z3127"
"5288" "A_07_P044913" "ECs2773" "Z3130"
"5289" "A_07_P044917" "ECs2775" "Z3136"
"5290" "A_07_P044929" "ECs2785" "Z3150"
"5291" "A_07_P044932" "ECs2789" "Z3154"
"5292" "A_07_P044936" "ECs4546" "Z3155"
"5293" "A_07_P044945" "ECs2792" "Z3159"
"5294" "A_07_P044951" "ECs2795" "Z3162"
"5295" "A_07_P044957" "ECs2806" "Z3165"
"5296" "A_07_P044964" "ECs2808" "Z3167"
"5297" "A_07_P044967" "ECs2813" "Z3173"
"5298" "A_07_P044973" "ECs2814" "Z3174"
"5299" "A_07_P044983" "ECs2827" "Z3188"
"5300" "A_07_P044990" "ECs2828" "Z3189"
"5301" "A_07_P044992" "ECs2829" "Z3190"
"5302" "A_07_P044999" "ECs2831" "Z3192"
"5303" "A_07_P045001" "ECs2835" "Z3194"
"5304" "A_07_P045010" "ECs2836" "Z3195"
"5305" "A_07_P045014" "ECs2837" "Z3196"
"5306" "A_07_P045020" "ECs2838" "Z3197"
"5307" "A_07_P045025" "ECs2839" "Z3198"
"5308" "A_07_P045030" "ECs2840" "Z3199"
"5309" "A_07_P045033" "ECs2841" "Z3200"
"5310" "A_07_P045036" "ECs2842" "Z3201"
"5311" "A_07_P045042" "ECs2843" "Z3202"
"5312" "A_07_P045049" "ECs2844" "Z3203"
"5313" "A_07_P045051" "ECs2845" "Z3204"
"5314" "A_07_P045060" "ECs2847" "Z3206"
"5315" "A_07_P045063" "ECs2849" "Z3208"
"5316" "A_07_P045067" "ECs2850" "Z3209"
"5317" "A_07_P045071" "ECs2853" "Z3212"
"5318" "A_07_P045078" "ECs2859" "Z3218"
"5319" "A_07_P045081" "ECs2863" "Z3222"
"5320" "A_07_P045087" "ECs2864" "Z3223"
"5321" "A_07_P045091" "ECs2869" "Z3230"
"5322" "A_07_P045099" "ECs2870" "Z3231"
"5323" "A_07_P045101" "ECs2871" "Z3232"
"5324" "A_07_P045113" "ECs2880" "Z3240"
