# Program:featureCounts v1.5.3; Command:"featureCounts" "-a" "/data/home/ecumunel/M2_internship/rnaseq_data/annotation/GCF_000008865.2_ASM886v2_genomic.gff" "-t" "gene" "-g" "locus_tag" "-o" "/data/home/ecumunel/M2_internship/rnaseq_data/featureCounts_results/trimmed_ERR2955748.tsv" "/data/home/ecumunel/M2_internship/rnaseq_data/bowtie_results/trimmed_ERR2955748.sam" 
Geneid	Chr	Start	End	Strand	Length	/data/home/ecumunel/M2_internship/rnaseq_data/bowtie_results/trimmed_ERR2955748.sam
ECs_2831	NC_002695.2	2773668	2774333	-	666	3381
ECs_2835	NC_002695.2	2775596	2776966	-	1371	30678
ECs_2836	NC_002695.2	2776970	2778418	-	1449	24896
ECs_2837	NC_002695.2	2778400	2778909	-	510	6712
ECs_2838	NC_002695.2	2778912	2779877	-	966	21339
ECs_2839	NC_002695.2	2779880	2780998	-	1119	32116
ECs_2840	NC_002695.2	2781018	2782232	-	1215	3250
ECs_2841	NC_002695.2	2782257	2783351	-	1095	19053
ECs_2842	NC_002695.2	2783354	2784745	-	1392	3852
ECs_2843	NC_002695.2	2784732	2785478	-	747	2521
ECs_2844	NC_002695.2	2785447	2786631	-	1185	3414
ECs_2845	NC_002695.2	2786628	2787410	-	783	3258
ECs_2846	NC_002695.2	2787729	2788622	-	894	24866
ECs_2847	NC_002695.2	2788865	2789860	-	996	28763
ECs_2848	NC_002695.2	2790018	2791412	-	1395	649
ECs_2849	NC_002695.2	2791423	2792643	-	1221	685
ECs_2850	NC_002695.2	2792640	2793920	-	1281	1146
ECs_2851	NC_002695.2	2794100	2795578	-	1479	477
ECs_2852	NC_002695.2	2795580	2796974	-	1395	672
ECs_2853	NC_002695.2	2797029	2798399	-	1371	862
ECs_2854	NC_002695.2	2798592	2800028	-	1437	638
ECs_2855	NC_002695.2	2800031	2801254	-	1224	290
ECs_2856	NC_002695.2	2801251	2801733	-	483	178
ECs_2857	NC_002695.2	2801733	2802698	-	966	684
ECs_2858	NC_002695.2	2802701	2803822	-	1122	1538
ECs_2859	NC_002695.2	2803851	2804399	-	549	245
ECs_2860	NC_002695.2	2804415	2805161	-	747	468
ECs_2861	NC_002695.2	2805172	2806389	-	1218	568
ECs_2862	NC_002695.2	2806364	2807581	-	1218	305
ECs_2863	NC_002695.2	2807578	2808066	-	489	77
ECs_2864	NC_002695.2	2808069	2808908	-	840	463
ECs_2865	NC_002695.2	2809001	2811163	-	2163	1063
ECs_2866	NC_002695.2	2811166	2811609	-	444	135
ECs_2867	NC_002695.2	2811615	2812754	-	1140	679
ECs_2868	NC_002695.2	2813413	2814996	+	1584	5688
ECs_2869	NC_002695.2	2815071	2815409	+	339	2085
ECs_2870	NC_002695.2	2815399	2815689	+	291	1661
ECs_2871	NC_002695.2	2815742	2817595	-	1854	9301
ECs_2872	NC_002695.2	2817617	2818198	-	582	5399
ECs_2873	NC_002695.2	2818290	2818931	-	642	7153
ECs_2877	NC_002695.2	2822668	2823516	-	849	1358
ECs_2878	NC_002695.2	2823698	2825002	+	1305	5546
ECs_2879	NC_002695.2	2825015	2826955	-	1941	1372
ECs_2880	NC_002695.2	2826952	2827632	-	681	217
ECs_2881	NC_002695.2	2827710	2828369	-	660	265
ECs_2882	NC_002695.2	2829585	2830832	+	1248	1371
ECs_2883	NC_002695.2	2830832	2833954	+	3123	2525
ECs_2884	NC_002695.2	2833955	2837032	+	3078	1546
ECs_2885	NC_002695.2	2837033	2838448	+	1416	852
ECs_2886	NC_002695.2	2838445	2839848	+	1404	1158
ECs_2887	NC_002695.2	2839845	2840567	+	723	1701
ECs_2888	NC_002695.2	2840758	2841090	+	333	1766
ECs_2889	NC_002695.2	2841238	2842599	+	1362	3815
ECs_2891	NC_002695.2	2842929	2843246	-	318	29
ECs_2892	NC_002695.2	2843652	2844551	+	900	7533
ECs_2893	NC_002695.2	2844633	2845412	-	780	2062
ECs_2894	NC_002695.2	2845512	2846552	-	1041	225
ECs_2895	NC_002695.2	2846600	2847955	-	1356	267
ECs_2896	NC_002695.2	2847959	2848243	-	285	11
ECs_2897	NC_002695.2	2848274	2848726	-	453	26
ECs_2898	NC_002695.2	2848736	2849998	-	1263	132
ECs_2899	NC_002695.2	2850027	2850881	-	855	120
ECs_2900	NC_002695.2	2851180	2852232	-	1053	26991
ECs_2901	NC_002695.2	2852489	2853766	+	1278	412
ECs_2902	NC_002695.2	2853763	2854767	+	1005	556
ECs_2903	NC_002695.2	2854764	2855729	+	966	811
ECs_2904	NC_002695.2	2855703	2856449	-	747	1332
ECs_2905	NC_002695.2	2856501	2857319	-	819	635
ECs_2906	NC_002695.2	2857384	2858184	-	801	2172
ECs_2907	NC_002695.2	2858181	2858969	-	789	3687
ECs_2908	NC_002695.2	2859303	2859542	+	240	740
ECs_2909	NC_002695.2	2860593	2860940	+	348	153
ECs_2910	NC_002695.2	2860950	2861264	+	315	483
ECs_2911	NC_002695.2	2861374	2861646	-	273	906
ECs_2912	NC_002695.2	2861767	2862606	+	840	555
ECs_2913	NC_002695.2	2862824	2863162	+	339	2006
ECs_2914	NC_002695.2	2863244	2864278	-	1035	125
ECs_2915	NC_002695.2	2864289	2866769	-	2481	170
ECs_2916	NC_002695.2	2866785	2867459	-	675	19
ECs_2917	NC_002695.2	2867547	2868089	-	543	42
ECs_2918	NC_002695.2	2868381	2868662	-	282	1484
ECs_2919	NC_002695.2	2868924	2870033	-	1110	18215
ECs_2920	NC_002695.2	2870165	2872198	+	2034	34373
ECs_2925	NC_002695.2	2879156	2882785	+	3630	718
ECs_2926	NC_002695.2	2882847	2883164	+	318	74
ECs_2927	NC_002695.2	2884405	2885493	+	1089	293
ECs_2930	NC_002695.2	2887776	2888912	+	1137	215
ECs_2931	NC_002695.2	2888909	2891146	+	2238	666
ECs_2932	NC_002695.2	2890953	2891840	-	888	2157
ECs_2933	NC_002695.2	2891840	2892166	-	327	681
ECs_2934	NC_002695.2	2892350	2892811	+	462	582
ECs_2935	NC_002695.2	2892853	2893323	-	471	4081
ECs_2936	NC_002695.2	2893370	2894089	-	720	896
ECs_2937	NC_002695.2	2894086	2895771	-	1686	3235
ECs_2939	NC_002695.2	2896286	2896534	+	249	4314
ECs_2940	NC_002695.2	2896902	2897171	-	270	1059
ECs_2941	NC_002695.2	2897173	2898486	-	1314	1404
ECs_2942	NC_002695.2	2898551	2899150	-	600	1086
ECs_2943	NC_002695.2	2899218	2901563	-	2346	1990
ECs_2944	NC_002695.2	2901515	2902690	-	1176	595
ECs_2945	NC_002695.2	2902931	2903509	-	579	207
ECs_2946	NC_002695.2	2903506	2904249	-	744	186
ECs_2947	NC_002695.2	2904260	2904958	-	699	116
ECs_2948	NC_002695.2	2904958	2905287	-	330	74
ECs_2949	NC_002695.2	2905284	2907929	-	2646	1188
ECs_2950	NC_002695.2	2907973	2908281	-	309	175
ECs_2951	NC_002695.2	2908308	2908730	-	423	407
ECs_2952	NC_002695.2	2908744	2909496	-	753	421
ECs_2953	NC_002695.2	2909504	2909902	-	399	111
ECs_2954	NC_002695.2	2909915	2910538	-	624	169
ECs_2955	NC_002695.2	2910541	2910822	-	282	54
ECs_2956	NC_002695.2	2910815	2911141	-	327	112
ECs_2957	NC_002695.2	2911229	2912269	-	1041	484
ECs_2958	NC_002695.2	2912391	2912717	+	327	662
ECs_2959	NC_002695.2	2912717	2913604	+	888	3146
ECs_2961	NC_002695.2	2914511	2916013	-	1503	1424
ECs_2962	NC_002695.2	2916013	2916225	-	213	55
ECs_2963	NC_002695.2	2916222	2918345	-	2124	1068
ECs_2964	NC_002695.2	2918342	2918818	-	477	181
ECs_2965	NC_002695.2	2919273	2919740	-	468	280
ECs_2966	NC_002695.2	2919335	2919520	-	186	0
ECs_5741	NC_002695.2	2919748	2919894	-	147	44
ECs_2967	NC_002695.2	2919894	2920463	-	570	199
ECs_2968	NC_002695.2	2920734	2921267	-	534	221
ECs_2969	NC_002695.2	2921272	2921487	-	216	79
ECs_2970	NC_002695.2	2921565	2921810	-	246	281
ECs_2971	NC_002695.2	2921851	2922030	-	180	259
ECs_2972	NC_002695.2	2922168	2924114	-	1947	2482
ECs_2973	NC_002695.2	2924625	2924894	-	270	738
ECs_2974	NC_002695.2	2924904	2925851	-	948	6579
ECs_2975	NC_002695.2	2926358	2926840	-	483	162
ECs_2976	NC_002695.2	2926785	2926979	-	195	37
ECs_2977	NC_002695.2	2926976	2927581	-	606	709
ECs_2978	NC_002695.2	2927574	2927783	-	210	95
ECs_2979	NC_002695.2	2927743	2928144	-	402	301
ECs_2980	NC_002695.2	2928147	2928323	-	177	90
ECs_2981	NC_002695.2	2928320	2928847	-	528	700
ECs_2982	NC_002695.2	2928844	2929290	-	447	422
ECs_2983	NC_002695.2	2929247	2929483	-	237	70
ECs_5742	NC_002695.2	2929494	2929709	-	216	250
ECs_2984	NC_002695.2	2929842	2930120	-	279	252
ECs_2985	NC_002695.2	2930191	2930481	-	291	2240
ECs_2986	NC_002695.2	2930478	2931179	-	702	10565
ECs_2987	NC_002695.2	2931176	2932114	-	939	11718
ECs_2988	NC_002695.2	2932147	2932443	-	297	7654
ECs_2989	NC_002695.2	2932558	2932776	-	219	11402
ECs_2990	NC_002695.2	2932885	2933532	+	648	5630
ECs_2991	NC_002695.2	2933655	2933936	+	282	3329
ECs_2992	NC_002695.2	2933943	2934494	+	552	12273
ECs_2993	NC_002695.2	2935007	2935279	+	273	17140
ECs_2995	NC_002695.2	2935296	2935877	-	582	44563
ECs_2996	NC_002695.2	2936138	2936506	+	369	12665
ECs_2997	NC_002695.2	2936579	2936743	+	165	1470
ECs_2998	NC_002695.2	2936712	2936855	+	144	3009
ECs_3000	NC_002695.2	2936931	2937227	+	297	8483
ECs_3001	NC_002695.2	2937233	2938018	+	786	16798
ECs_3002	NC_002695.2	2938015	2938692	+	678	10079
ECs_3003	NC_002695.2	2938692	2938874	+	183	800
ECs_3004	NC_002695.2	2938847	2939038	+	192	936
ECs_3005	NC_002695.2	2939115	2939330	+	216	2180
ECs_3006	NC_002695.2	2939429	2939650	+	222	1824
ECs_3007	NC_002695.2	2939647	2940594	+	948	6399
ECs_3008	NC_002695.2	2940596	2940772	+	177	1111
ECs_3009	NC_002695.2	2941106	2941462	+	357	2531
ECs_3010	NC_002695.2	2941459	2941821	+	363	2972
ECs_3011	NC_002695.2	2941909	2942151	+	243	2193
ECs_5743	NC_002695.2	2942155	2942289	+	135	734
ECs_3012	NC_002695.2	2942308	2942562	+	255	2106
ECs_3013	NC_002695.2	2942596	2943882	+	1287	21313
ECs_3014	NC_002695.2	2943957	2944604	+	648	1792
ECs_3015	NC_002695.2	2944752	2945483	-	732	3937
ECs_3016	NC_002695.2	2945488	2946414	-	927	2006
ECs_3017	NC_002695.2	2946407	2947564	-	1158	2947
ECs_3018	NC_002695.2	2947571	2948488	-	918	6247
ECs_3019	NC_002695.2	2948740	2951007	-	2268	7429
ECs_3020	NC_002695.2	2951233	2952948	+	1716	19019
ECs_3021	NC_002695.2	2952986	2953918	-	933	3014
ECs_3022	NC_002695.2	2954092	2954679	-	588	1820
ECs_3023	NC_002695.2	2954849	2955427	+	579	3363
ECs_3024	NC_002695.2	2955557	2956318	-	762	736
ECs_3025	NC_002695.2	2956371	2957897	-	1527	533
ECs_3026	NC_002695.2	2958502	2959452	-	951	2057
ECs_3027	NC_002695.2	2959612	2960805	-	1194	2407
ECs_3028	NC_002695.2	2960820	2961464	-	645	339
ECs_3029	NC_002695.2	2961473	2962174	-	702	577
ECs_3030	NC_002695.2	2962189	2963217	-	1029	416
ECs_3031	NC_002695.2	2963229	2964587	-	1359	722
ECs_3032	NC_002695.2	2964714	2965622	+	909	1790
ECs_3033	NC_002695.2	2965753	2966151	+	399	2293
ECs_3034	NC_002695.2	2966148	2966843	+	696	1871
ECs_3035	NC_002695.2	2966973	2967857	+	885	3252
ECs_3036	NC_002695.2	2968007	2968726	+	720	743
ECs_3037	NC_002695.2	2968729	2968968	+	240	131
ECs_3038	NC_002695.2	2969162	2970400	+	1239	510
ECs_3039	NC_002695.2	2970394	2971629	+	1236	351
ECs_3040	NC_002695.2	2971872	2972882	-	1011	454
ECs_3041	NC_002695.2	2972898	2974418	-	1521	1728
ECs_3042	NC_002695.2	2974479	2975477	-	999	5690
ECs_3043	NC_002695.2	2975756	2976796	-	1041	2807
ECs_3044	NC_002695.2	2976938	2978095	-	1158	9419
ECs_3045	NC_002695.2	2978112	2978780	-	669	43488
ECs_3046	NC_002695.2	2979038	2979874	+	837	5974
ECs_3047	NC_002695.2	2979906	2981885	-	1980	2371
ECs_3048	NC_002695.2	2982177	2983646	-	1470	7681
ECs_3049	NC_002695.2	2983851	2984732	-	882	1132
ECs_3050	NC_002695.2	2984831	2985880	+	1050	1234
ECs_3051	NC_002695.2	2985954	2986811	+	858	4545
ECs_3052	NC_002695.2	2986814	2987902	+	1089	3122
ECs_3053	NC_002695.2	2987958	2989208	-	1251	254
ECs_3054	NC_002695.2	2989308	2990249	-	942	130
ECs_3055	NC_002695.2	2990379	2991077	+	699	159
ECs_3056	NC_002695.2	2991148	2992398	-	1251	431
ECs_3057	NC_002695.2	2992492	2993430	-	939	139
ECs_3058	NC_002695.2	2993418	2994359	-	942	52
ECs_3059	NC_002695.2	2994783	2996474	-	1692	2315
ECs_3060	NC_002695.2	2996491	2997429	-	939	2572
ECs_3061	NC_002695.2	2997429	2998559	-	1131	5462
ECs_3062	NC_002695.2	2998927	3000108	+	1182	1597
ECs_5744	NC_002695.2	3000105	3000359	-	255	1506
ECs_3063	NC_002695.2	3000514	3001086	+	573	6344
ECs_3064	NC_002695.2	3001300	3002775	+	1476	3069
ECs_3065	NC_002695.2	3002893	3003879	+	987	1604
ECs_3066	NC_002695.2	3003918	3004631	+	714	3592
ECs_3067	NC_002695.2	3005044	3005610	+	567	30256
ECs_3068	NC_002695.2	3005791	3007347	+	1557	5004
ECs_3069	NC_002695.2	3007429	3009243	+	1815	3134
ECs_3070	NC_002695.2	3009244	3010338	+	1095	1296
ECs_3071	NC_002695.2	3010338	3011363	+	1026	1271
ECs_3072	NC_002695.2	3011365	3012954	+	1590	4681
ECs_3073	NC_002695.2	3012958	3013302	-	345	4298
ECs_3074	NC_002695.2	3013635	3014825	-	1191	4451
ECs_3075	NC_002695.2	3014853	3015548	-	696	4628
ECs_3076	NC_002695.2	3015697	3017457	+	1761	1634
ECs_3077	NC_002695.2	3017582	3017866	+	285	52515
ECs_3078	NC_002695.2	3018005	3019012	-	1008	13078
ECs_3079	NC_002695.2	3019194	3019421	+	228	5292
ECs_3080	NC_002695.2	3019441	3021201	+	1761	16288
ECs_R0077	NC_002695.2	3021276	3021352	+	77	275
ECs_3081	NC_002695.2	3021453	3024044	-	2592	1793
ECs_3082	NC_002695.2	3024364	3025011	+	648	820
ECs_3083	NC_002695.2	3025046	3026098	-	1053	784
ECs_3084	NC_002695.2	3026095	3026652	-	558	225
ECs_3085	NC_002695.2	3026649	3028592	-	1944	242
ECs_3086	NC_002695.2	3028589	3029068	-	480	86
ECs_3087	NC_002695.2	3029065	3029274	-	210	16
ECs_3088	NC_002695.2	3029271	3030008	-	738	175
ECs_3089	NC_002695.2	3030050	3030712	-	663	252
ECs_3090	NC_002695.2	3030709	3031326	-	618	475
ECs_3091	NC_002695.2	3031345	3031947	-	603	459
ECs_3092	NC_002695.2	3031957	3032406	-	450	72
ECs_3093	NC_002695.2	3032403	3033266	-	864	61
ECs_3094	NC_002695.2	3033253	3033948	-	696	21
ECs_3095	NC_002695.2	3033955	3036441	-	2487	466
ECs_3096	NC_002695.2	3036438	3036701	-	264	16
ECs_3097	NC_002695.2	3036691	3037185	-	495	114
ECs_5745	NC_002695.2	3037294	3037458	+	165	25
ECs_3098	NC_002695.2	3037592	3038080	+	489	4106
ECs_3099	NC_002695.2	3038230	3039876	-	1647	2292
ECs_3100	NC_002695.2	3040094	3041737	-	1644	2022
ECs_3101	NC_002695.2	3041813	3042463	-	651	635
ECs_3102	NC_002695.2	3042463	3043527	-	1065	1887
ECs_3103	NC_002695.2	3043601	3044656	-	1056	2639
ECs_3104	NC_002695.2	3044768	3045871	-	1104	283145
ECs_3105	NC_002695.2	3046610	3049282	+	2673	20257
ECs_3106	NC_002695.2	3049299	3049949	+	651	23728
ECs_3107	NC_002695.2	3050149	3052998	-	2850	19976
ECs_3108	NC_002695.2	3053273	3054049	-	777	307
ECs_3111	NC_002695.2	3055704	3060098	-	4395	1906
ECs_3112	NC_002695.2	3060242	3060865	-	624	104
ECs_3113	NC_002695.2	3060862	3062415	-	1554	255
ECs_3114	NC_002695.2	3062698	3065325	-	2628	55963
ECs_3115	NC_002695.2	3065472	3066194	+	723	6491
ECs_3116	NC_002695.2	3066335	3070087	-	3753	973
ECs_3117	NC_002695.2	3070783	3073068	+	2286	20164
ECs_3118	NC_002695.2	3073295	3074425	+	1131	7505
ECs_3119	NC_002695.2	3074425	3074679	+	255	1165
ECs_3120	NC_002695.2	3074733	3075383	-	651	2049
ECs_3121	NC_002695.2	3075464	3076654	-	1191	308
ECs_3122	NC_002695.2	3076806	3077684	+	879	251
ECs_3123	NC_002695.2	3078148	3079218	+	1071	50
ECs_3124	NC_002695.2	3079442	3080518	-	1077	7096
ECs_3125	NC_002695.2	3080523	3081881	-	1359	7383
ECs_3126	NC_002695.2	3082154	3083782	+	1629	1457
ECs_3127	NC_002695.2	3083772	3085031	+	1260	1404
ECs_3128	NC_002695.2	3085028	3086218	+	1191	1202
ECs_3129	NC_002695.2	3086411	3087337	+	927	530
ECs_3130	NC_002695.2	3087378	3088130	-	753	2009
ECs_3132	NC_002695.2	3089027	3089353	+	327	1142
ECs_3133	NC_002695.2	3089353	3090240	+	888	3015
ECs_3135	NC_002695.2	3090857	3092062	-	1206	211
ECs_3136	NC_002695.2	3092077	3092859	-	783	142
ECs_3137	NC_002695.2	3093079	3094281	-	1203	9261
ECs_3138	NC_002695.2	3094381	3094923	-	543	243
ECs_3139	NC_002695.2	3095202	3095627	+	426	675
ECs_3140	NC_002695.2	3095666	3096268	-	603	2669
ECs_3141	NC_002695.2	3096558	3097715	+	1158	10011
ECs_3142	NC_002695.2	3097719	3098687	+	969	5723
ECs_3143	NC_002695.2	3098687	3100669	+	1983	11559
ECs_3144	NC_002695.2	3100666	3101556	+	891	4213
ECs_3145	NC_002695.2	3101556	3103208	+	1653	5723
ECs_5486	NC_002695.2	3103205	3103540	+	336	1095
ECs_3146	NC_002695.2	3103540	3103926	+	387	744
ECs_3147	NC_002695.2	3103920	3104186	-	267	483
ECs_3148	NC_002695.2	3104296	3105651	-	1356	2522
ECs_3149	NC_002695.2	3105648	3106610	-	963	4853
ECs_3150	NC_002695.2	3106610	3107467	-	858	8460
ECs_3151	NC_002695.2	3107482	3108240	-	759	373
ECs_3152	NC_002695.2	3108237	3109907	-	1671	1946
ECs_3153	NC_002695.2	3109996	3111291	-	1296	9010
ECs_3154	NC_002695.2	3111370	3111675	-	306	33030
ECs_3155	NC_002695.2	3111730	3112191	-	462	3975
ECs_3156	NC_002695.2	3112256	3113173	+	918	2900
ECs_3157	NC_002695.2	3113364	3114584	+	1221	254
ECs_3159	NC_002695.2	3115716	3116219	+	504	118
ECs_3160	NC_002695.2	3116286	3117743	-	1458	17315
ECs_3161	NC_002695.2	3117750	3119279	-	1530	15564
ECs_3162	NC_002695.2	3119510	3121351	-	1842	8757
ECs_3163	NC_002695.2	3121348	3121650	-	303	481
ECs_3164	NC_002695.2	3121647	3122201	-	555	3611
ECs_3165	NC_002695.2	3122213	3122755	-	543	3021
ECs_3166	NC_002695.2	3122770	3123747	-	978	9311
ECs_3167	NC_002695.2	3123744	3126470	-	2727	36741
ECs_3168	NC_002695.2	3126523	3127860	-	1338	9684
ECs_3169	NC_002695.2	3127857	3128357	-	501	3830
ECs_3170	NC_002695.2	3128360	3130162	-	1803	30242
ECs_3171	NC_002695.2	3130256	3130918	-	663	24694
ECs_3172	NC_002695.2	3130934	3131377	-	444	12296
ECs_3173	NC_002695.2	3132008	3132946	-	939	2185
ECs_3174	NC_002695.2	3133866	3135083	+	1218	12391
ECs_3175	NC_002695.2	3135167	3135766	+	600	2667
ECs_3176	NC_002695.2	3135825	3137657	-	1833	2804
ECs_3177	NC_002695.2	3137744	3138394	-	651	6925
ECs_3178	NC_002695.2	3138405	3138899	-	495	9120
ECs_3179	NC_002695.2	3138982	3139437	-	456	4748
ECs_3180	NC_002695.2	3139775	3140977	+	1203	30319
ECs_3181	NC_002695.2	3141052	3143196	+	2145	34407
ECs_3182	NC_002695.2	3143428	3144906	+	1479	770
ECs_3183	NC_002695.2	3144939	3145481	-	543	4986
ECs_3184	NC_002695.2	3145539	3146090	-	552	5873
ECs_3185	NC_002695.2	3146146	3146790	-	645	5619
ECs_3186	NC_002695.2	3146926	3147573	+	648	1810
ECs_3187	NC_002695.2	3147630	3147992	+	363	2042
ECs_3188	NC_002695.2	3148013	3148906	+	894	4308
ECs_3189	NC_002695.2	3148954	3149844	-	891	906
ECs_3190	NC_002695.2	3150041	3150814	-	774	1997
ECs_3191	NC_002695.2	3150822	3151538	-	717	1900
ECs_3192	NC_002695.2	3151535	3152221	-	687	4109
ECs_3193	NC_002695.2	3152311	3153093	-	783	13184
ECs_3194	NC_002695.2	3153314	3154096	-	783	9337
ECs_3195	NC_002695.2	3154362	3154931	-	570	6090
ECs_3196	NC_002695.2	3155026	3156543	-	1518	99514
ECs_3197	NC_002695.2	3156580	3157068	-	489	47808
ECs_3198	NC_002695.2	3157509	3158171	-	663	3450
ECs_3199	NC_002695.2	3158161	3159429	-	1269	4860
ECs_3200	NC_002695.2	3159499	3160413	-	915	38588
ECs_3201	NC_002695.2	3160569	3161228	-	660	4992
ECs_3202	NC_002695.2	3161311	3162123	-	813	4734
ECs_3203	NC_002695.2	3162123	3163136	-	1014	11577
ECs_3204	NC_002695.2	3163202	3164338	-	1137	12129
ECs_3205	NC_002695.2	3164437	3165432	+	996	2668
ECs_3206	NC_002695.2	3165429	3166607	-	1179	1628
ECs_3207	NC_002695.2	3166882	3168102	-	1221	8212
ECs_3208	NC_002695.2	3168261	3170267	+	2007	3122
ECs_3209	NC_002695.2	3170388	3170666	-	279	2241
ECs_3210	NC_002695.2	3170700	3171248	-	549	2916
ECs_3211	NC_002695.2	3171248	3172057	-	810	3456
ECs_3212	NC_002695.2	3172057	3172881	-	825	4021
ECs_3213	NC_002695.2	3172885	3173970	-	1086	10602
ECs_3214	NC_002695.2	3174005	3174937	-	933	7585
ECs_3215	NC_002695.2	3175103	3175654	+	552	2318
ECs_3216	NC_002695.2	3175825	3176667	-	843	422
ECs_3217	NC_002695.2	3176669	3177190	-	522	72
ECs_3218	NC_002695.2	3177187	3177615	-	429	114
ECs_3219	NC_002695.2	3177654	3178154	-	501	76
ECs_3220	NC_002695.2	3178165	3178923	-	759	83
ECs_3221	NC_002695.2	3178946	3181585	-	2640	289
ECs_3222	NC_002695.2	3181667	3182230	-	564	48
ECs_3223	NC_002695.2	3182876	3183361	-	486	9213
ECs_3224	NC_002695.2	3183564	3185708	-	2145	2328
ECs_3225	NC_002695.2	3185708	3187018	-	1311	1100
ECs_3226	NC_002695.2	3187198	3187482	-	285	656
ECs_3227	NC_002695.2	3187854	3189194	+	1341	26529
ECs_3228	NC_002695.2	3189559	3190590	+	1032	151
ECs_3229	NC_002695.2	3190985	3191740	-	756	7110
ECs_3230	NC_002695.2	3192034	3192966	+	933	1061
ECs_R0078	NC_002695.2	3193042	3193116	+	75	116
ECs_3231	NC_002695.2	3193278	3194435	+	1158	731
ECs_3232	NC_002695.2	3194610	3195746	-	1137	243
ECs_3233	NC_002695.2	3195756	3196436	-	681	177
ECs_3234	NC_002695.2	3196423	3196890	-	468	160
ECs_3236	NC_002695.2	3197490	3198137	+	648	179
ECs_3238	NC_002695.2	3198807	3200219	-	1413	1215
ECs_3239	NC_002695.2	3200406	3200582	-	177	457
ECs_3240	NC_002695.2	3200885	3201511	+	627	297
ECs_3241	NC_002695.2	3202109	3203356	-	1248	435
ECs_3242	NC_002695.2	3203428	3204342	-	915	110
ECs_3243	NC_002695.2	3204558	3205991	+	1434	970
ECs_3244	NC_002695.2	3205999	3206952	-	954	6604
ECs_3245	NC_002695.2	3207473	3208801	+	1329	1086
ECs_3246	NC_002695.2	3208909	3210447	-	1539	179
ECs_3247	NC_002695.2	3210447	3211610	-	1164	81
ECs_3248	NC_002695.2	3212026	3212640	+	615	1026
ECs_3249	NC_002695.2	3212645	3216238	+	3594	2106
ECs_3252	NC_002695.2	3217509	3218453	-	945	106
ECs_3253	NC_002695.2	3218523	3220217	-	1695	217
ECs_3254	NC_002695.2	3220271	3221521	-	1251	230
ECs_3255	NC_002695.2	3222034	3222669	-	636	85
ECs_3256	NC_002695.2	3222965	3223240	+	276	38
ECs_3257	NC_002695.2	3223317	3223559	-	243	240
ECs_3258	NC_002695.2	3223912	3224832	+	921	26116
ECs_3259	NC_002695.2	3225324	3226562	-	1239	5396
ECs_3260	NC_002695.2	3226939	3228636	+	1698	2620
ECs_3261	NC_002695.2	3228651	3229385	+	735	1889
ECs_3262	NC_002695.2	3229398	3230255	+	858	1378
ECs_3263	NC_002695.2	3230258	3232753	-	2496	700
ECs_3264	NC_002695.2	3232778	3233815	-	1038	112
ECs_3265	NC_002695.2	3233815	3234900	-	1086	134
ECs_3266	NC_002695.2	3234915	3236162	-	1248	157
ECs_3267	NC_002695.2	3236184	3236510	-	327	64
ECs_3268	NC_002695.2	3236729	3237694	-	966	2429
ECs_3269	NC_002695.2	3237898	3239154	+	1257	1832
ECs_3270	NC_002695.2	3239269	3239595	+	327	10958
ECs_3271	NC_002695.2	3239735	3240973	-	1239	5266
ECs_3272	NC_002695.2	3241309	3242511	+	1203	40069
ECs_3273	NC_002695.2	3242561	3244750	-	2190	5120
ECs_R0079	NC_002695.2	3244958	3245033	-	76	326
ECs_R0080	NC_002695.2	3245073	3245148	-	76	295
ECs_3274	NC_002695.2	3245369	3245728	+	360	2828
ECs_3275	NC_002695.2	3245751	3246122	+	372	2400
ECs_3276	NC_002695.2	3246162	3247310	-	1149	2754
ECs_3277	NC_002695.2	3247378	3247920	+	543	2037
ECs_3278	NC_002695.2	3247921	3249336	-	1416	30557
ECs_R0081	NC_002695.2	3249595	3249670	+	76	746
ECs_R0082	NC_002695.2	3249715	3249790	+	76	1227
ECs_R0083	NC_002695.2	3249837	3249912	+	76	160
ECs_R0084	NC_002695.2	3249917	3249992	+	76	59
ECs_3279	NC_002695.2	3250112	3250453	+	342	1099
ECs_3282	NC_002695.2	3251460	3252458	+	999	2606
ECs_5748	NC_002695.2	3252455	3252673	-	219	428
ECs_3283	NC_002695.2	3252675	3254690	-	2016	8863
ECs_3284	NC_002695.2	3254761	3255759	-	999	15709
ECs_3285	NC_002695.2	3255989	3256750	+	762	3490
ECs_3286	NC_002695.2	3256935	3257906	+	972	215871
ECs_3287	NC_002695.2	3258290	3258547	+	258	32391
ECs_3288	NC_002695.2	3258592	3260319	+	1728	110699
ECs_3289	NC_002695.2	3260360	3260869	+	510	55436
ECs_3290	NC_002695.2	3260912	3261763	-	852	6484
ECs_3291	NC_002695.2	3261868	3262200	+	333	1062
ECs_3292	NC_002695.2	3262238	3263149	-	912	9120
ECs_3293	NC_002695.2	3263283	3264380	-	1098	30354
ECs_3294	NC_002695.2	3264370	3265245	-	876	23292
ECs_3295	NC_002695.2	3265245	3266078	-	834	14527
ECs_3296	NC_002695.2	3266078	3267094	-	1017	30947
ECs_3297	NC_002695.2	3267252	3268043	-	792	3619
ECs_3298	NC_002695.2	3268172	3269029	-	858	358
ECs_3299	NC_002695.2	3269193	3270089	+	897	453
ECs_3300	NC_002695.2	3270093	3271517	+	1425	447
